name,price,href,capacity,price_per_gb,type,cache,form_factor,interface
Seagate Barracuda Compute,119.99,https://pcpartpicker.com/product/2ycG3C/seagate-barracuda-compute-8-tb-35-5400rpm-internal-hard-drive-st8000dm004,8000,0.015,5400,256,3.5,SATA 6.0 Gb/s
Samsung 970 Evo,146.99,https://pcpartpicker.com/product/JLdxFT/samsung-970-evo-10tb-m2-2280-solid-state-drive-mz-v7e1t0baw,1000,0.147,SSD,1024,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,79.98,https://pcpartpicker.com/product/CbL7YJ/seagate-barracuda-2tb-35-7200rpm-internal-hard-drive-st2000dm006,2000,0.04,7200,64,3.5,SATA 6.0 Gb/s
Acer Predator GM7000,269.99,https://pcpartpicker.com/product/bJV2FT/acer-predator-gm7000-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-bl9bwwr107,4000,0.067,SSD,4096,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP700 PRO SE,579.99,https://pcpartpicker.com/product/yDRwrH/corsair-mp700-pro-se-4-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-cssd-f4000gbmp700pnhs,4000,0.145,SSD,,M.2-2280,M.2 PCIe 5.0 X4
SK Hynix Platinum P41,91,https://pcpartpicker.com/product/sw2WGX/sk-hynix-platinum-p41-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-shpp41-1000gm-2,1000,0.091,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot Burst Elite,16.98,https://pcpartpicker.com/product/tWcG3C/patriot-burst-elite-120-gb-25-solid-state-drive-pbe120gs25ssdr,120,0.142,SSD,,2.5,SATA 6.0 Gb/s
Leven JPS800,98.99,https://pcpartpicker.com/product/ysYRsY/leven-jps800-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-jps800-2tb,2000,0.049,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial MX500,51.59,https://pcpartpicker.com/product/ft8j4D/crucial-mx500-500gb-25-solid-state-drive-ct500mx500ssd1,500,0.103,SSD,512,2.5,SATA 6.0 Gb/s
Crucial P5 Plus,,https://pcpartpicker.com/product/VZWzK8/crucial-p5-plus-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct2000p5pssd8,2000,,SSD,2048,M.2-2280,M.2 PCIe 4.0 X4
Crucial T705,165.99,https://pcpartpicker.com/product/bF9wrH/crucial-t705-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct1000t705ssd3,1000,0.166,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Blue SN570,53.95,https://pcpartpicker.com/product/9FH7YJ/western-digital-blue-sn570-500-gb-m2-2280-nvme-solid-state-drive-wds500g3b0c,500,0.108,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Solidigm P44 Pro,138.59,https://pcpartpicker.com/product/X8nypg/solidigm-p44-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ssdpfkkw020x7x1,2000,0.069,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot P210,26.99,https://pcpartpicker.com/product/FrZzK8/patriot-p210-512-gb-25-solid-state-drive-p210s512g25,512,0.053,SSD,,2.5,SATA 6.0 Gb/s
MSI SPATIUM M450,,https://pcpartpicker.com/product/XzgFf7/msi-spatium-m450-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sm450n1tb,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Intel DC P3608,,https://pcpartpicker.com/product/jHzZxr/intel-internal-hard-drive-ssdpecme040t401,4000,,SSD,,PCIe,PCIe x8
Samsung 860 Evo,101.15,https://pcpartpicker.com/product/6yKcCJ/samsung-860-evo-500gb-25-solid-state-drive-mz-76e500bam,500,0.202,SSD,512,2.5,SATA 6.0 Gb/s
Samsung 850 Evo,,https://pcpartpicker.com/product/3kL7YJ/samsung-internal-hard-drive-mz75e250bam,250,,SSD,,2.5,SATA 6.0 Gb/s
Lexar NM620,123.75,https://pcpartpicker.com/product/dntLrH/lexar-nm620-2-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-lnm620x002t-rnnng,2000,0.062,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial T705 W/Heatsink,539.99,https://pcpartpicker.com/product/BN4Zxr/crucial-t705-wheatsink-4-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct4000t705ssd5,4000,0.135,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Corsair MP600 CORE XT,74.98,https://pcpartpicker.com/product/Tn7scf/corsair-mp600-core-xt-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f1000gbmp600cxt,1000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power A60,97.99,https://pcpartpicker.com/product/VxfFf7/silicon-power-a60-2-tb-m2-2280-nvme-solid-state-drive-sp002tbp34a60m28,2000,0.049,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 530,129.99,https://pcpartpicker.com/product/wXJgXL/seagate-firecuda-530-2-tb-m2-2280-nvme-solid-state-drive-zp2000gm3a013,2000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 970 Evo,98.97,https://pcpartpicker.com/product/P4ZFf7/samsung-970-evo-500gb-m2-2280-solid-state-drive-mz-v7e500bw,500,0.198,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Patriot P300,52.99,https://pcpartpicker.com/product/bdsnTW/patriot-p300-1-tb-m2-2280-nvme-solid-state-drive-p300p1tbm28,1000,0.053,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Leven JPS600,94.99,https://pcpartpicker.com/product/Dpgrxr/leven-jps600-2-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-jps600-2tb,2000,0.047,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MSI SPATIUM M482,124.99,https://pcpartpicker.com/product/T6bRsY/msi-spatium-m482-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-spatium-m482-pcie-40-nvme-m2-2tb,2000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 CORE XT,139.99,https://pcpartpicker.com/product/Zwhv6h/corsair-mp600-core-xt-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f2000gbmp600cxt,2000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston NV3,64.99,https://pcpartpicker.com/product/tmbRsY/kingston-nv3-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-snv3s1000g,1000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial BX500,109.99,https://pcpartpicker.com/product/Gb2bt6/crucial-bx500-2-tb-25-solid-state-drive-ct2000bx500ssd1,2000,0.055,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP MP44L,36.99,https://pcpartpicker.com/product/WcJgXL/teamgroup-mp44l-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpk500g0c101,500,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf NAS,177.99,https://pcpartpicker.com/product/sD848d/seagate-ironwolf-8-tb-35-7200rpm-internal-hard-drive-st8000vn004,8000,0.022,7200,256,3.5,SATA 6.0 Gb/s
Seagate Constellation ES.3,23,https://pcpartpicker.com/product/MHPfrH/seagate-internal-hard-drive-st1000nm0033,1000,0.023,7200,128,3.5,SATA 6.0 Gb/s
Western Digital Blue SN570,94.59,https://pcpartpicker.com/product/3dvdnQ/western-digital-blue-sn570-1-tb-m2-2280-nvme-solid-state-drive-wds100t3b0c,1000,0.095,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot P210,88.99,https://pcpartpicker.com/product/QY3mP6/patriot-p210-2-tb-25-solid-state-drive-p210s2tb25,2000,0.044,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,409.99,https://pcpartpicker.com/product/bj26Mp/seagate-ironwolf-pro-nas-22-tb-35-7200-rpm-internal-hard-drive-st22000nt001,22000,0.019,7200,512,3.5,SATA 6.0 Gb/s
Intel 750,2488.87,https://pcpartpicker.com/product/x9Wrxr/intel-internal-hard-drive-ssdpedmw012t401,1200,2.074,SSD,,PCIe,PCIe x4
Klevv CRAS C710,52.99,https://pcpartpicker.com/product/nJwypg/klevv-cras-c710-1-tb-m2-2280-nvme-solid-state-drive-k01tbm2sp0-c71,1000,0.053,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD_Black SN850X,849.99,https://pcpartpicker.com/product/mzJp99/western-digital-wd_black-sn850x-8-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds800t2x0e,8000,0.106,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 980 Pro,,https://pcpartpicker.com/product/w96qqs/samsung-980-pro-500-gb-m2-2280-nvme-solid-state-drive-mz-v8p500bam,500,,SSD,512,M.2-2280,M.2 PCIe 4.0 X4
Samsung 970 Evo Plus,84.99,https://pcpartpicker.com/product/BDYLrH/samsung-970-evo-plus-250-gb-m2-2280-nvme-solid-state-drive-mz-v7s250bam,250,0.34,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Crucial MX500,269.99,https://pcpartpicker.com/product/p7nypg/crucial-mx500-4-tb-25-solid-state-drive-ct4000mx500ssd1,4000,0.067,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4 7300,84.99,https://pcpartpicker.com/product/tNNYcf/gigabyte-aorus-gen4-7300-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ag4731tb,1000,0.085,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro,279,https://pcpartpicker.com/product/3cZFf7/seagate-ironwolf-pro-16-tb-35-7200rpm-internal-hard-drive-st16000ne000,16000,0.017,7200,256,3.5,SATA 6.0 Gb/s
Intel Optane 905P,4900,https://pcpartpicker.com/product/x9ZFf7/intel-optane-905p-15-tb-25-nvme-solid-state-drive-ssdpe21d015tax1,1500,3.267,SSD,,2.5,U.2
TEAMGROUP MP33 PRO,59.99,https://pcpartpicker.com/product/LvGbt6/team-mp33-pro-1-tb-m2-2280-nvme-solid-state-drive-tm8fpd001t0c101,1000,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG GAMMIX S70 Blade,79.98,https://pcpartpicker.com/product/gvvdnQ/adata-xpg-gammix-s70-blade-1-tb-m2-2280-nvme-solid-state-drive-agammixs70b-1t-cs,1000,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro NAS,379.99,https://pcpartpicker.com/product/WsH7YJ/seagate-ironwolf-pro-nas-20-tb-35-7200-rpm-internal-hard-drive-st20000nt001,20000,0.019,7200,256,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan Z,96.99,https://pcpartpicker.com/product/Fqt9TW/teamgroup-t-force-vulcan-z-2-tb-25-solid-state-drive-t253tz002t0c101,2000,0.048,SSD,,2.5,SATA 6.0 Gb/s
Samsung 990 Pro w/Heatsink,124.99,https://pcpartpicker.com/product/9c2WGX/samsung-990-pro-wheatsink-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0cw,1000,0.125,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S500 Pro,62.98,https://pcpartpicker.com/product/rbxxFT/fanxiang-s500-pro-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-s500-pro-1tb-m2-ssd,1000,0.063,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue SN580,39.99,https://pcpartpicker.com/product/kHRwrH/western-digital-blue-sn580-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds500g3b0e,500,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP Cardea Zero Z440 Graphene,69.98,https://pcpartpicker.com/product/nRVG3C/teamgroup-cardea-zero-z440-graphene-1-tb-m2-2280-nvme-solid-state-drive-tm8fp7001t0c311,1000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial T700 W/Heatsink,369.99,https://pcpartpicker.com/product/Vtn9TW/crucial-t700-wheatsink-4-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct4000t700ssd5,4000,0.092,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Blue,151,https://pcpartpicker.com/product/GTCD4D/western-digital-blue-1tb-25-solid-state-drive-wds100t2b0a,1000,0.151,SSD,,2.5,SATA 6.0 Gb/s
Kingston NV1,49.99,https://pcpartpicker.com/product/H8XJ7P/kingston-nv1-500-gb-m2-2280-nvme-solid-state-drive-snvs500g,500,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot P300,,https://pcpartpicker.com/product/3kxbt6/patriot-p300-2-tb-m2-2280-nvme-solid-state-drive-p300p2tbm28,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Leven JPS600,,https://pcpartpicker.com/product/wGXV3C/leven-jps600-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-jps600-1tb,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Vulcan Z,30.99,https://pcpartpicker.com/product/Qg92FT/teamgroup-t-force-vulcan-z-512-gb-25-solid-state-drive-t253tz512g0c101,512,0.061,SSD,,2.5,SATA 6.0 Gb/s
Timetec 35TTFP6PCIE,51.99,https://pcpartpicker.com/product/GPPQzy/timetec-35ttfp6pcie-1-tb-m2-2280-nvme-solid-state-drive-35ttfp6pcie-1tb,1000,0.052,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate EXOS Enterprise,84,https://pcpartpicker.com/product/J2KcCJ/seagate-exos-enterprise-4-tb-35-7200rpm-internal-hard-drive-st4000nm0035,4000,0.021,7200,128,3.5,SATA 6.0 Gb/s
Corsair MP700 PRO,279.99,https://pcpartpicker.com/product/3vvD4D/corsair-mp700-pro-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-cssd-f2000gbmp700pnh,2000,0.14,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Seagate Surveillance HDD,,https://pcpartpicker.com/product/T7PzK8/seagate-internal-hard-drive-st2000vx003,2000,,5400,64,3.5,SATA 6.0 Gb/s
Western Digital Blue,66.5,https://pcpartpicker.com/product/LRkj4D/western-digital-blue-500gb-25-solid-state-drive-wds500g2b0a,500,0.133,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP MP44Q,222.99,https://pcpartpicker.com/product/trjRsY/teamgroup-mp44q-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8ffd004t0c101,4000,0.056,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial P5 Plus,144.99,https://pcpartpicker.com/product/7nXJ7P/crucial-p5-plus-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct1000p5pssd8,1000,0.145,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SN550,120,https://pcpartpicker.com/product/BhmFf7/western-digital-blue-sn550-1-tb-m2-2280-nvme-solid-state-drive-wds100t2b0c,1000,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG GAMMIX S70 Blade,134.99,https://pcpartpicker.com/product/qCqPxr/adata-xpg-gammix-s70-blade-2-tb-m2-2280-nvme-solid-state-drive-agammixs70b-2t-cs,2000,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE G50,112.99,https://pcpartpicker.com/product/hrLdnQ/teamgroup-t-force-g50-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8ffe002t0c129,2000,0.056,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM710,88.74,https://pcpartpicker.com/product/V3yH99/lexar-nm710-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnm710x001t-rnnng,1000,0.089,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MQ01ABD050,14.35,https://pcpartpicker.com/product/pDYXsY/toshiba-internal-hard-drive-mq01abd050,500,0.029,5400,8,2.5,SATA 3.0 Gb/s
Kingston KC3000,62.49,https://pcpartpicker.com/product/Cy92FT/kingston-kc3000-512-gb-m2-2280-nvme-solid-state-drive-skc3000s512g,512,0.122,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MG07ACA14TE,189,https://pcpartpicker.com/product/9gDJ7P/toshiba-mg07aca14te-14-tb-35-7200rpm-internal-hard-drive-mg07aca14te,14000,0.014,7200,256,3.5,SATA 6.0 Gb/s
Patriot P400 Lite,,https://pcpartpicker.com/product/hkmNnQ/patriot-p400-lite-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-p400lp2kgm28h,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 CORE XT,259.99,https://pcpartpicker.com/product/Y9GhP6/corsair-mp600-core-xt-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f4000gbmp600cxt,4000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power A55,29.97,https://pcpartpicker.com/product/LdgzK8/silicon-power-a55-512-gb-25-solid-state-drive-sp512gbss3a55s25,512,0.059,SSD,,2.5,SATA 6.0 Gb/s
ADATA Legend 800,66.98,https://pcpartpicker.com/product/2GXV3C/adata-legend-800-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-aleg-800-1000gcs,1000,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MS30,96.99,https://pcpartpicker.com/product/wdRYcf/teamgroup-ms30-2-tb-m2-2280-solid-state-drive-tm8ps7002t0c101,2000,0.048,SSD,,M.2-2280,M.2 SATA
Seagate BarraCuda Pro,182,https://pcpartpicker.com/product/dqbkcf/seagate-barracuda-pro-10tb-35-7200rpm-internal-hard-drive-st10000dm0004,10000,0.018,7200,256,3.5,SATA 6.0 Gb/s
TEAMGROUP MP33,26.99,https://pcpartpicker.com/product/zZJmP6/team-mp33-256-gb-m2-2280-nvme-solid-state-drive-tm8fp6256g0c101,256,0.105,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4 Plus,219.99,https://pcpartpicker.com/product/PMBhP6/sabrent-rocket-4-plus-2-tb-m2-2280-nvme-solid-state-drive-sb-rkt4p-2tb,2000,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA Legend 800,108.99,https://pcpartpicker.com/product/bzyH99/adata-legend-800-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-aleg-800-2000gcs,2000,0.054,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP44,68.98,https://pcpartpicker.com/product/wXkH99/teamgroup-mp44-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpw001t0c101,1000,0.069,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KIOXIA EXCERIA G2,,https://pcpartpicker.com/product/qBVmP6/kioxia-exceria-g2-1-tb-m2-2280-nvme-solid-state-drive-lrc20z001tg8,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 870 QVO,89.99,https://pcpartpicker.com/product/37FKHx/samsung-870-qvo-1-tb-25-solid-state-drive-mz-77q1t0bam,1000,0.09,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP QX,94.99,https://pcpartpicker.com/product/pXRwrH/teamgroup-qx-2-tb-25-solid-state-drive-t253x7002t0c101,2000,0.047,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP600 ELITE,74.98,https://pcpartpicker.com/product/Rnqrxr/corsair-mp600-elite-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f1000gbmp600enh,1000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston Fury Renegade,286.7,https://pcpartpicker.com/product/3M2WGX/kingston-fury-renegade-4-tb-m2-2280-nvme-solid-state-drive-sfyrd4000g,4000,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial BX500,24.99,https://pcpartpicker.com/product/mdc48d/crucial-bx500-240gb-25-solid-state-drive-ct240bx500ssd1,240,0.104,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,94.99,https://pcpartpicker.com/product/6FQcCJ/seagate-ironwolf-nas-4-tb-35-5400-rpm-internal-hard-drive-st4000vn006,4000,0.024,5400,256,3.5,SATA 6.0 Gb/s
Western Digital Black SN750,97.99,https://pcpartpicker.com/product/QQrmP6/western-digital-wd_black-sn750-1-tb-m2-2280-nvme-solid-state-drive-wds100t3x0c,1000,0.098,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP AX2,49.99,https://pcpartpicker.com/product/FPFbt6/team-ax2-1-tb-25-solid-state-drive-t253a3001t0c101,1000,0.05,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red Plus,99.99,https://pcpartpicker.com/product/xBstt6/western-digital-red-plus-4-tb-35-5400-rpm-internal-hard-drive-wd40efpx,4000,0.025,5400,256,3.5,SATA 6.0 Gb/s
Western Digital Blue,51.99,https://pcpartpicker.com/product/Jd8j4D/western-digital-blue-2-tb-35-5400rpm-internal-hard-drive-wd20ezaz,2000,0.026,5400,256,3.5,SATA 6.0 Gb/s
Western Digital Blue,39.99,https://pcpartpicker.com/product/q3Z2FT/western-digital-internal-hard-drive-wd10ezrz,1000,0.04,5400,64,3.5,SATA 6.0 Gb/s
Lexar NQ790,,https://pcpartpicker.com/product/4wHqqs/lexar-nq790-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnq790x002t-rnnnu,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN770,39.99,https://pcpartpicker.com/product/fJZ9TW/western-digital-black-sn770-250-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds250g3x0e,250,0.16,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 850 Evo,,https://pcpartpicker.com/product/FrH48d/samsung-internal-hard-drive-mz75e500bam,500,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital WD_Black SN850X w/Heatsink,99.99,https://pcpartpicker.com/product/Ccwypg/western-digital-black-sn850x-with-heatsink-1-tb-m2-2280-nvme-solid-state-drive-wds100t2xhe,1000,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,18,https://pcpartpicker.com/product/XLQypg/seagate-internal-hard-drive-st500dm002,500,0.036,7200,16,3.5,SATA 6.0 Gb/s
MSI SPATIUM M450,38.4,https://pcpartpicker.com/product/hwXJ7P/msi-spatium-m450-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sm450n500,500,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 870 QVO,179.75,https://pcpartpicker.com/product/R7FKHx/samsung-870-qvo-2-tb-25-solid-state-drive-mz-77q2t0bam,2000,0.09,SSD,,2.5,SATA 6.0 Gb/s
Solidigm P41 Plus,80.49,https://pcpartpicker.com/product/3s92FT/solidigm-p41-plus-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ssdpfknu010tzx1,1000,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot P310,31.99,https://pcpartpicker.com/product/hTqPxr/patriot-p310-480-gb-m2-2280-nvme-solid-state-drive-p310p480gm28,480,0.067,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MSI SPATIUM M480 PRO,134.99,https://pcpartpicker.com/product/kbwmP6/msi-spatium-m480-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-s78-440q600-p83,2000,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_BLACK,249.99,https://pcpartpicker.com/product/zxyqqs/western-digital-wd_black-10-tb-35-7200rpm-internal-hard-drive-wd101fzbx,10000,0.025,7200,256,3.5,SATA 6.0 Gb/s
Samsung 870 QVO,309.99,https://pcpartpicker.com/product/9k3mP6/samsung-870-qvo-4-tb-25-solid-state-drive-mz-77q4t0bam,4000,0.077,SSD,,2.5,SATA 6.0 Gb/s
MSI SPATIUM M371,59.99,https://pcpartpicker.com/product/JtxRsY/msi-spatium-m371-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-spatium-m371-1tb,1000,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MP44,799.99,https://pcpartpicker.com/product/cvjRsY/teamgroup-mp44-8-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpw008t0c101,8000,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 ELITE,139.99,https://pcpartpicker.com/product/9nqrxr/corsair-mp600-elite-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f2000gbmp600enh,2000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP33 PRO,99.99,https://pcpartpicker.com/product/Gs7G3C/team-mp33-pro-2-tb-m2-2280-nvme-solid-state-drive-tm8fpd002t0c101,2000,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Caviar Blue,20,https://pcpartpicker.com/product/HGTmP6/western-digital-internal-hard-drive-wd5000aakx,500,0.04,7200,16,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan Z,199.99,https://pcpartpicker.com/product/b9Kscf/teamgroup-t-force-vulcan-z-4-tb-25-solid-state-drive-t253ty004t0c101,4000,0.05,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan Z,17.98,https://pcpartpicker.com/product/vP4Ycf/teamgroup-t-force-vulcan-z-240-gb-25-solid-state-drive-t253tz240g0c101,240,0.075,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red Plus,199.99,https://pcpartpicker.com/product/C9KKHx/western-digital-wd-red-plus-10-tb-35-7200rpm-internal-hard-drive-wd101efbx,10000,0.02,7200,256,3.5,SATA 6.0 Gb/s
Seagate FireCuda,85.99,https://pcpartpicker.com/product/dq8bt6/seagate-firecuda-4-tb-35-7200rpm-internal-hard-drive-st4000dx005,4000,0.021,7200,256,3.5,SATA 6.0 Gb/s
Kingston KC3000,309.99,https://pcpartpicker.com/product/yfGbt6/kingston-kc3000-4096-tb-m2-2280-nvme-solid-state-drive-skc3000d4096g,4096,0.076,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 980,49.99,https://pcpartpicker.com/product/VMbTwP/samsung-980-250-gb-m2-2280-nvme-solid-state-drive-mz-v8v250bam,250,0.2,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel 660p,75,https://pcpartpicker.com/product/9nhKHx/intel-660p-series-1tb-m2-2280-solid-state-drive-ssdpeknw010t8x1,1020,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel Optane 905P,,https://pcpartpicker.com/product/wMBTwP/intel-optane-905p-15-tb-pci-e-solid-state-drive-ssdped1d015tax1,1500,,SSD,,PCIe,PCIe x4
SK Hynix Gold P31,85.99,https://pcpartpicker.com/product/xNCFf7/sk-hynix-gold-p31-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-shgp31-1000gm-2,1000,0.086,SSD,,M.2-2280,M.2 PCIe 3.0 X4
PNY CS900,30.99,https://pcpartpicker.com/product/XshmP6/pny-cs900-500-gb-25-solid-state-drive-ssd7cs900-500-rb,500,0.062,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP700 PRO,179.99,https://pcpartpicker.com/product/mJqrxr/corsair-mp700-pro-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-cssd-f1000gbmp700pnh,1000,0.18,SSD,,M.2-2280,M.2 PCIe 5.0 X4
