name,price,href,type,efficiency,wattage,modular,color
Asus ROG Strix,,https://pcpartpicker.com/product/ddJmP6/asus-rog-strix-550-w-80-gold-certified-fully-modular-atx-power-supply-rog-strix-550g,ATX,gold,550,Full,Black / Red
SeaSonic M12II EVO,,https://pcpartpicker.com/product/Q9zkcf/seasonic-m12ii-evo-520-w-80-bronze-certified-fully-modular-atx-power-supply-ss-520gm2,ATX,bronze,520,Full,Black
FSP Group HEXA 85+ PRO,,https://pcpartpicker.com/product/pN4Zxr/fsp-group-hexa-85-pro-550-w-80-bronze-certified-atx-power-supply-ha2-550,ATX,bronze,550,false,Black
SeaSonic S12III,109,https://pcpartpicker.com/product/3G97YJ/seasonic-s12iii-550-w-80-bronze-certified-atx-power-supply-ssr-550gb3,ATX,bronze,550,false,Black
GAMDIAS KRATOS M1 B,,https://pcpartpicker.com/product/VTNxFT/gamdias-kratos-m1-b-550-w-80-bronze-certified-atx-power-supply-kratos-m1-550b,ATX,bronze,550,false,Black
Thermaltake Litepower,,https://pcpartpicker.com/product/jKbkcf/thermaltake-litepower-550w-atx-power-supply-ps-ltp-0550nncnus-f,ATX,,550,false,
ADATA XPG Core Reactor II,119.99,https://pcpartpicker.com/product/qrgrxr/adata-xpg-core-reactor-ii-850-w-80-gold-certified-fully-modular-atx-power-supply-corereactorii850g-whcus,ATX,gold,850,Full,White
Super Flower Leadex III Gold,125.99,https://pcpartpicker.com/product/7y4BD3/super-flower-leadex-iii-gold-550-w-80-gold-certified-fully-modular-atx-power-supply-sf-550f14hg,ATX,gold,550,Full,Black
Corsair Vengeance 750M,,https://pcpartpicker.com/product/ZRQG3C/corsair-vengeance-750-w-80-silver-certified-semi-modular-atx-power-supply-cp-9020176-na,ATX,silver,750,Semi,
Cooler Master MWE Bronze 650 V3 230V,,https://pcpartpicker.com/product/M8pQzy/cooler-master-mwe-bronze-650-v3-230v-650-w-80-bronze-certified-atx-power-supply-mpe-6501-acabw-3buk,ATX,bronze,650,false,Black
be quiet! Dark Power Pro 12,,https://pcpartpicker.com/product/sdRgXL/be-quiet-dark-power-pro-12-1500-w-80-titanium-certified-fully-modular-atx-power-supply-bn647,ATX,titanium,1500,Full,Black
Antec NE1000G M ATX3.0,173.56,https://pcpartpicker.com/product/GYmNnQ/antec-ne1000g-m-atx30-1000-w-80-gold-certified-fully-modular-atx-power-supply-ne1000g-m-atx30,ATX,gold,1000,Full,Black
Cougar VTX,,https://pcpartpicker.com/product/qHyV3C/cougar-vtx-500-w-80-bronze-certified-atx-power-supply-vtx500,ATX,bronze,500,false,Black
Cooler Master MWE Bronze,,https://pcpartpicker.com/product/GMZzK8/cooler-master-mwe-bronze-500-w-80-bronze-certified-atx-power-supply-mpx-5001-acaab-us,ATX,bronze,500,false,Black
Thermaltake Toughpower PF1 - TT Premium Edition,,https://pcpartpicker.com/product/6ZpmP6/thermaltake-toughpower-pf1-tt-premium-edition-850-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-0850fnfapu-1,ATX,platinum,850,Full,Black
EVGA 700 BQ,97.3,https://pcpartpicker.com/product/hyRgXL/evga-700-bq-700-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0700-v1,ATX,bronze,700,Semi,Black
Chieftec GPS-700A8,,https://pcpartpicker.com/product/wzzkcf/chieftec-700-w-80-bronze-certified-atx-power-supply-gps-700a8,ATX,bronze,700,false,Black / White
be quiet! Straight Power 11 650W,,https://pcpartpicker.com/product/Rj22FT/be-quiet-straight-power-11-650w-80-gold-certified-fully-modular-atx-power-supply-bn282,ATX,gold,650,Full,
SeaSonic VERTEX PX-750,199.99,https://pcpartpicker.com/product/xVt9TW/seasonic-vertex-px-750-750-w-80-platinum-certified-fully-modular-atx-power-supply-vertex-px-750,ATX,platinum,750,Full,Black / Silver
EVGA SuperNOVA 1000 G7,,https://pcpartpicker.com/product/yyhFf7/evga-supernova-1000-g7-1000-w-80-gold-certified-fully-modular-atx-power-supply-220-g7-1000-x1,ATX,gold,1000,Full,Black / Blue
Cougar POLAR,176.71,https://pcpartpicker.com/product/M3KKHx/cougar-polar-1200-w-80-platinum-certified-fully-modular-atx-power-supply-cgr-pr-1200,ATX,platinum,1200,Full,White
Corsair CX430M,,https://pcpartpicker.com/product/cvXfrH/corsair-cx430m-430-w-80-bronze-certified-semi-modular-atx-power-supply-cx430m,ATX,bronze,430,Semi,
FSP Group Hydro K Pro ATX3.0,,https://pcpartpicker.com/product/dfgrxr/fsp-group-hydro-k-pro-atx30-750-w-80-bronze-certified-atx-power-supply-ppa7506908,ATX,bronze,750,false,Black
be quiet! Pure Power 11,,https://pcpartpicker.com/product/sX7v6h/be-quiet-pure-power-11-600-w-80-gold-certified-atx-power-supply-bn902,ATX,gold,600,false,Black
Cooler Master MasterWatt,,https://pcpartpicker.com/product/VGc48d/cooler-master-masterwatt-650w-80-bronze-certified-semi-modular-atx-power-supply-mpx-6501-amaab-us,ATX,bronze,650,Semi,
Segotep GM,,https://pcpartpicker.com/product/B7TZxr/segotep-gm-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-psu-st-gm850-wt,ATX,gold,850,Full,White
Corsair RM850i,,https://pcpartpicker.com/product/DD2rxr/corsair-power-supply-cp9020083na,ATX,gold,850,Full,
Cooler Master G500,,https://pcpartpicker.com/product/N8VmP6/cooler-master-g500-500-w-80-gold-certified-atx-power-supply-mpw-5001-acaag-us,ATX,gold,500,false,Black
Fractal Design Ion SFX 500G,,https://pcpartpicker.com/product/VMCFf7/fractal-design-ion-sfx-l-500-w-80-gold-certified-fully-modular-sfx-power-supply-fd-psu-ion-sfx-500g-bk,SFX,gold,500,Full,Black
Deepcool PQ750M,,https://pcpartpicker.com/product/nwbTwP/deepcool-pq-m-750-w-80-gold-certified-fully-modular-atx-power-supply-r-pq750m-fa0b-us,ATX,gold,750,Full,Black
SeaSonic Platinum,,https://pcpartpicker.com/product/fBXfrH/seasonic-power-supply-ss400fl2,ATX,platinum,400,Full,
Corsair CX850M,,https://pcpartpicker.com/product/wqkwrH/corsair-power-supply-cp9020099na,ATX,bronze,850,Semi,
PowerSpec GFM,,https://pcpartpicker.com/product/jtVmP6/powerspec-gfm-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-750gfm,ATX,gold,750,Full,Black
GameMax VP,,https://pcpartpicker.com/product/mB26Mp/gamemax-vp-600-w-80-bronze-certified-atx-power-supply-vp-600,ATX,bronze,600,false,Black
be quiet! SFX Power 3 300,91.72,https://pcpartpicker.com/product/6t4Ycf/be-quiet-sfx-power-3-300-300-w-80-bronze-certified-sfx-power-supply-bn320,SFX,bronze,300,false,Black
SHARKOON SilentStorm Cool Zero 650,117.39,https://pcpartpicker.com/product/tzMTwP/sharkoon-silentstorm-cool-zero-650-w-80-gold-certified-fully-modular-atx-power-supply-4044951026463,ATX,gold,650,Full,Black
Silverstone Strider,,https://pcpartpicker.com/product/2MNp99/silverstone-power-supply-st50fes,ATX,plus,500,false,
Cooler Master MWE GOLD 650 V2,,https://pcpartpicker.com/product/M6M48d/cooler-master-mwe-gold-v2-650-w-80-gold-certified-atx-power-supply-mpe-6501-acaag,ATX,gold,650,false,Black
iTek GF750 EVO,,https://pcpartpicker.com/product/NFFbt6/itek-gf750-evo-750-w-80-gold-certified-fully-modular-atx-power-supply-itpsegf750,ATX,gold,750,Full,Black / Red
Thermaltake Smart SE,159,https://pcpartpicker.com/product/3YLdnQ/thermaltake-smart-se-530-w-semi-modular-atx-power-supply-sps-530mpcbeu,ATX,,530,Semi,Black
GameMax GM,,https://pcpartpicker.com/product/v9GnTW/gamemax-gm-800-w-80-bronze-certified-semi-modular-atx-power-supply-gm-800,ATX,bronze,800,Semi,Black
SeaSonic VERTEX GX,,https://pcpartpicker.com/product/ZHtLrH/seasonic-vertex-gx-1000-w-80-gold-certified-fully-modular-atx-power-supply-vertex-gx-1000-white,ATX,gold,1000,Full,White
Phanteks Revolt X,,https://pcpartpicker.com/product/Qgx2FT/phanteks-revolt-x-1200w-80-platinum-certified-fully-modular-atx-power-supply-ph-p1200ps,ATX,platinum,1200,Full,Black / Silver
Zalman ZM-600-GT,,https://pcpartpicker.com/product/LXK7YJ/zalman-power-supply-zm600gt,ATX,bronze,600,Semi,
Corsair GS800,,https://pcpartpicker.com/product/JHckcf/corsair-gs800-800-w-80-bronze-certified-atx-power-supply-gs800,ATX,bronze,800,false,
Thermaltake Toughpower GF2 ARGB,89.12,https://pcpartpicker.com/product/hbsnTW/thermaltake-toughpower-gf2-argb-650-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0650f3fagu-2,ATX,gold,650,Full,Black
Thermaltake Smart Pro RGB,169.99,https://pcpartpicker.com/product/V3YWGX/thermaltake-smart-pro-rgb-750w-80-bronze-certified-fully-modular-atx-power-supply-ps-spr-0750fpcbus-r,ATX,bronze,750,Full,
Deepcool PL750D,,https://pcpartpicker.com/product/xvtLrH/deepcool-pl750d-750-w-80-bronze-certified-atx-power-supply-r-pl750d-fc0b-us,ATX,bronze,750,false,Black
Thermaltake Toughpower PF3-L,139.99,https://pcpartpicker.com/product/ByV2FT/thermaltake-toughpower-pf3-l-850-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-0850fnfapu-l,ATX,platinum,850,Full,Black
FSP Group VITA-850GM,,https://pcpartpicker.com/product/9ktLrH/fsp-group-vita-850gm-850-w-80-gold-certified-fully-modular-atx-power-supply-vita-850gm,ATX,gold,850,Full,Black
GAMDIAS KRATOS M1 B,,https://pcpartpicker.com/product/t44BD3/gamdias-kratos-m1-b-600-w-80-bronze-certified-atx-power-supply-kratos-m1-600b,ATX,bronze,600,false,Black
EVGA SuperNOVA 650 GS,,https://pcpartpicker.com/product/h3FXsY/evga-supernova-650-gs-650-w-80-gold-certified-fully-modular-atx-power-supply-220-gs-0650-v1,ATX,gold,650,Full,
Gigabyte B700H,,https://pcpartpicker.com/product/rjn8TW/gigabyte-b-h-700-w-80-bronze-certified-semi-modular-atx-power-supply-b700h,ATX,bronze,700,Semi,Black
SeaSonic S12II,,https://pcpartpicker.com/product/bQzZxr/seasonic-350-w-80-bronze-certified-atx-power-supply-ssr-350st,ATX,bronze,350,false,
FSP Group Dagger Pro,,https://pcpartpicker.com/product/cs7G3C/fsp-group-dagger-pro-850-w-80-gold-certified-fully-modular-sfx-power-supply-sda2-850,SFX,gold,850,Full,Black / Gold
Inter-Tech Argus APS,,https://pcpartpicker.com/product/F2kH99/inter-tech-argus-aps-720-w-atx-power-supply-88882119,ATX,,720,false,Black / Orange
Thermaltake Toughpower GF1 PE,,https://pcpartpicker.com/product/zDMTwP/thermaltake-toughpower-gf1-pe-650-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0650fnfagu-1,ATX,gold,650,Full,
Corsair RM550,214.99,https://pcpartpicker.com/product/ZMLypg/corsair-rm550-550-w-80-gold-certified-fully-modular-atx-power-supply-rm550,ATX,gold,550,Full,
be quiet! Dark Power 12,,https://pcpartpicker.com/product/hb8bt6/be-quiet-dark-power-12-1000-w-80-titanium-certified-fully-modular-atx-power-supply-bn316,ATX,titanium,1000,Full,Black
EVGA SuperNOVA 750 G+,,https://pcpartpicker.com/product/xTMwrH/evga-supernova-750-g-750-w-80-gold-certified-fully-modular-atx-power-supply-120-gp-0750-x1,ATX,gold,750,Full,Black
SeaSonic SSP-300SUG,83.99,https://pcpartpicker.com/product/7qmxFT/seasonic-power-supply-ssp300sug,Flex ATX,gold,300,false,
EVGA SuperNOVA 650 P6,129.99,https://pcpartpicker.com/product/ZJBG3C/evga-supernova-650-p6-650-w-80-platinum-certified-fully-modular-atx-power-supply-220-p6-0650-x1,ATX,platinum,650,Full,Black / Silver
KOLINK Core,,https://pcpartpicker.com/product/sMNYcf/kolink-core-700-w-80-certified-atx-power-supply-kl-c700,ATX,plus,700,false,Black
Corsair TX650,255,https://pcpartpicker.com/product/mB3RsY/corsair-power-supply-cmpsu650tx,ATX,plus,650,false,
EVGA SuperNOVA NEX750B,,https://pcpartpicker.com/product/ZNXfrH/evga-supernova-nex750b-750-w-80-bronze-certified-semi-modular-atx-power-supply-110-b1-0750-vr,ATX,bronze,750,Semi,
Cooler Master MWE White V2 230V,,https://pcpartpicker.com/product/hTgrxr/cooler-master-mwe-white-v2-230v-550-w-80-bronze-certified-atx-power-supply-mpe-5501-acabw-b,ATX,bronze,550,false,Black / White
PC Power & Cooling Silencer,177.9,https://pcpartpicker.com/product/Bz7v6h/pc-power-cooling-silencer-1050w-80-platinum-certified-fully-modular-atx-power-supply-fps1050-a5m00,ATX,platinum,1050,Full,
Antec VP PLUS,,https://pcpartpicker.com/product/WnzhP6/antec-vp-plus-700-w-80-certified-atx-power-supply-vp700p-plus,ATX,plus,700,false,Black
be quiet! Pure Power 11 FM 750,,https://pcpartpicker.com/product/kB4Ycf/be-quiet-pure-power-11-fm-750-w-80-gold-certified-fully-modular-atx-power-supply-bn672,ATX,gold,750,Full,Black
SeaSonic FOCUS,,https://pcpartpicker.com/product/KhkgXL/seasonic-focus-750-w-80-gold-certified-semi-modular-atx-power-supply-focus-gm-750,ATX,gold,750,Semi,Black
Super Flower LEADEX VII XG,179.99,https://pcpartpicker.com/product/gjDQzy/super-flower-leadex-vii-xg-1000-w-80-gold-certified-fully-modular-atx-power-supply-sf-1000f14xgwh,ATX,gold,1000,Full,White
Cooler Master MWE Gold V2 ATX3.0,,https://pcpartpicker.com/product/dfZXsY/cooler-master-mwe-gold-v2-atx30-850-w-80-gold-certified-fully-modular-atx-power-supply-mpe-8501-afaag-3g,ATX,gold,850,Full,White
Gigabyte P1000GM,,https://pcpartpicker.com/product/GBytt6/gigabyte-p1000gm-1000-w-80-gold-certified-fully-modular-atx-power-supply-gp-p1000gm,ATX,gold,1000,Full,Black
SeaSonic PRIME Ultra Titanium,,https://pcpartpicker.com/product/NxWfrH/seasonic-prime-ultra-titanium-1000w-80-titanium-certified-fully-modular-atx-power-supply-ssr-1000tr,ATX,titanium,1000,Full,
Deepcool PN650M,,https://pcpartpicker.com/product/ygWJ7P/deepcool-pn650m-650-w-80-gold-certified-fully-modular-atx-power-supply-r-pn650m-fc0b-us,ATX,gold,650,Full,Black
NOX Hummer GD,,https://pcpartpicker.com/product/QtnG3C/nox-power-supply-nxhummer750gd,ATX,gold,750,false,
Thermaltake Toughpower PF1 - TT Premium Edition,197.49,https://pcpartpicker.com/product/tVzFf7/thermaltake-toughpower-pf1-650-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-0650fnfapu-1,ATX,platinum,650,Full,
EVGA GE,79.98,https://pcpartpicker.com/product/KDcgXL/evga-ge-600-w-80-gold-certified-atx-power-supply-200-ge-0600-v1,ATX,gold,600,false,Black
Cougar BXM750,67.84,https://pcpartpicker.com/product/MYqBD3/cougar-bxm750-750-w-80-bronze-certified-semi-modular-atx-power-supply-bxm700,ATX,bronze,750,Semi,Orange / Black
Corsair HX750,265,https://pcpartpicker.com/product/VZphP6/corsair-hx750-750-w-80-gold-certified-semi-modular-atx-power-supply-hx750,ATX,gold,750,Semi,
Cooler Master MasterWatt,,https://pcpartpicker.com/product/m3HRsY/cooler-master-masterwatt-750w-80-bronze-certified-semi-modular-atx-power-supply-mpx-7501-amaabus,ATX,bronze,750,Semi,Black
Corsair RM750x (2024),119.99,https://pcpartpicker.com/product/JPMMnQ/corsair-rm750x-2024-750-w-fully-modular-atx-power-supply-cp-9020285-na,ATX,,750,Full,Black
NZXT C (2019),99.99,https://pcpartpicker.com/product/vFmFf7/nzxt-c-650-w-80-gold-certified-fully-modular-atx-power-supply-np-c650m-us,ATX,gold,650,Full,Black
Silverstone DA1000R,,https://pcpartpicker.com/product/gqD7YJ/silverstone-da1000r-1000-w-80-gold-certified-fully-modular-atx-power-supply-sst-da1000r-gm,ATX,gold,1000,Full,Black
Cooler Master V850 V2,,https://pcpartpicker.com/product/dvH8TW/cooler-master-v850-v2-850-w-80-gold-certified-fully-modular-atx-power-supply-mpy-850v-agbag-us,ATX,gold,850,Full,White
Thermaltake Toughpower PF3,,https://pcpartpicker.com/product/K3tLrH/thermaltake-toughpower-pf3-1200-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-1200fnfapu-3,ATX,platinum,1200,Full,Black
Cooler Master V1300 Platinum,391.9,https://pcpartpicker.com/product/4GyV3C/cooler-master-v1300-platinum-1300-w-80-platinum-certified-fully-modular-atx-power-supply-mpz-d001-afbapv-us,ATX,platinum,1300,Full,Black
SeaSonic PRIME PX,,https://pcpartpicker.com/product/TN3mP6/seasonic-prime-px-650-w-80-platinum-certified-fully-modular-atx-power-supply-prime-px-650,ATX,platinum,650,Full,Black / Silver
EVGA SuperNOVA 450 GM,,https://pcpartpicker.com/product/KMQG3C/evga-supernova-450-gm-450-w-80-gold-certified-fully-modular-sfx-power-supply-123-gm-0450-y1,SFX,gold,450,Full,Black
FSP Group Hydro K Pro ATX3.0,,https://pcpartpicker.com/product/PctLrH/fsp-group-hydro-k-pro-atx30-850-w-80-bronze-certified-atx-power-supply-ppa8503209,ATX,bronze,850,false,Black
Segotep GP700G,,https://pcpartpicker.com/product/PnhmP6/segotep-700-w-80-gold-certified-atx-power-supply-gp700g,ATX,gold,700,false,Black
Corsair Vengeance 650M,,https://pcpartpicker.com/product/n4bwrH/corsair-vengeance-650m-650-w-80-silver-certified-semi-modular-atx-power-supply-cp-9020175-na,ATX,silver,650,Semi,Black
Thermaltake Toughpower Grand RGB,116.99,https://pcpartpicker.com/product/v4L7YJ/thermaltake-toughpower-grand-rgb-650w-80-gold-certified-fully-modular-atx-power-supply-ps-tpg-0650fpcgus-r,ATX,gold,650,Full,
YEYIAN Raiden,,https://pcpartpicker.com/product/Bxqrxr/yeyian-raiden-650-w-80-bronze-certified-atx-power-supply-yfb-65000-01,ATX,bronze,650,false,Black
SeaSonic PRIME PX,219.01,https://pcpartpicker.com/product/ZrTzK8/seasonic-prime-px-750-w-80-platinum-certified-fully-modular-atx-power-supply-prime-px-750,ATX,platinum,750,Full,Black / Silver
Corsair CX550F,,https://pcpartpicker.com/product/3Hwkcf/corsair-cxf-550-w-80-bronze-certified-fully-modular-atx-power-supply-cp-9020216-na,ATX,bronze,550,Full,Black
Sparkle FSP300-60ATV,59.99,https://pcpartpicker.com/product/bYGkcf/sparkle-power-supply-fsp30060atv,ATX,,300,false,
EVGA SuperNOVA 650 P2,,https://pcpartpicker.com/product/6p8H99/evga-supernova-650-p2-650-w-80-platinum-certified-fully-modular-atx-power-supply-220-p2-0650-x1,ATX,platinum,650,Full,
Thermaltake Toughpower SFX,173.27,https://pcpartpicker.com/product/3vgrxr/thermaltake-toughpower-sfx-1000-w-80-platinum-certified-fully-modular-sfx-power-supply-ps-stp-1000fnfapu-1,SFX,platinum,1000,Full,Black
Silverstone Extreme 850R Platinum,198.57,https://pcpartpicker.com/product/rYPQzy/silverstone-extreme-850r-platinum-850-w-fully-modular-sfx-power-supply-sst-ex850r-pm,SFX,,850,Full,Black
Corsair TX850,,https://pcpartpicker.com/product/MxMFf7/corsair-power-supply-cmpsu850tx,ATX,plus,850,false,
EVGA 550 BP,89.99,https://pcpartpicker.com/product/BfWzK8/evga-550-bp-550-w-80-bronze-certified-atx-power-supply-100-bp-0550-k1,ATX,bronze,550,false,Black
Razer Katana Chroma,299.42,https://pcpartpicker.com/product/DN3gXL/razer-katana-chroma-850-w-80-platinum-certified-fully-modular-atx-power-supply-rc21-01840200-r3ut,ATX,platinum,850,Full,Black
SeaSonic M12II,,https://pcpartpicker.com/product/nB3RsY/seasonic-power-supply-s12ii620bronze,ATX,bronze,620,false,
EVGA SuperNOVA 1000 G2,,https://pcpartpicker.com/product/MKfp99/evga-supernova-1000-g2-1000-w-80-gold-certified-fully-modular-atx-power-supply-120-g2-1000-xr,ATX,gold,1000,Full,
Corsair RM850,,https://pcpartpicker.com/product/fWNp99/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-rm850,ATX,gold,850,Full,
PC Power & Cooling Silencer,322.04,https://pcpartpicker.com/product/TZZFf7/pc-power-cooling-silencer-1200w-80-platinum-certified-fully-modular-atx-power-supply-fps1200-a5m00,ATX,platinum,1200,Full,
Gigabyte GP-G750H,,https://pcpartpicker.com/product/9PBTwP/gigabyte-750-w-80-gold-certified-semi-modular-atx-power-supply-gp-g750h,ATX,gold,750,Semi,Black
Corsair VS450,,https://pcpartpicker.com/product/k72kcf/corsair-power-supply-cp9020049ww,ATX,,450,false,
Enermax Revolution D.F. X,149.99,https://pcpartpicker.com/product/DDzXsY/enermax-revolution-df-x-1200-w-80-gold-certified-fully-modular-atx-power-supply-ert1200ewt,ATX,gold,1200,Full,Black
Fractal Design Ion+ 560P,,https://pcpartpicker.com/product/YdXYcf/fractal-design-ion-560-w-80-platinum-certified-fully-modular-atx-power-supply-fd-psu-ionp-560p-bk,ATX,platinum,560,Full,Black
SeaSonic PRIME 1300 Gold,,https://pcpartpicker.com/product/TYWfrH/seasonic-prime-gold-1300w-80-gold-certified-fully-modular-atx-power-supply-ssr-1300gd,ATX,gold,1300,Full,Black
Corsair RM650x,198,https://pcpartpicker.com/product/Rp8H99/corsair-power-supply-cp9020091na,ATX,gold,650,Full,
FSP Group Hydro Pro,,https://pcpartpicker.com/product/xdP8TW/fsp-group-hydro-pro-500-w-80-bronze-certified-atx-power-supply-hp2-500,ATX,bronze,500,false,Black
Corsair CS750M,216.99,https://pcpartpicker.com/product/jXTmP6/corsair-cs750m-750-w-80-gold-certified-semi-modular-atx-power-supply-cs750m,ATX,gold,750,Semi,
SeaSonic VERTEX GX,,https://pcpartpicker.com/product/YhNYcf/seasonic-vertex-gx-1200-w-80-gold-certified-fully-modular-atx-power-supply-vertex-gx-1200-white,ATX,gold,1200,Full,White
NOX URANO TX,,https://pcpartpicker.com/product/r9Nypg/nox-power-supply-nxurtx850,ATX,,850,false,
Deepcool PK500D,,https://pcpartpicker.com/product/CpHqqs/deepcool-pk500d-500-w-80-bronze-certified-atx-power-supply-r-pk500d-fa0b-us,ATX,bronze,500,false,Black
GameMax RGB,268.99,https://pcpartpicker.com/product/w226Mp/gamemax-rgb-1300-w-80-platinum-certified-fully-modular-atx-power-supply-rgb-1300,ATX,platinum,1300,Full,Black
ENDORFY Supremo FM5,253.81,https://pcpartpicker.com/product/s6dG3C/endorfy-supremo-fm5-750-w-80-gold-certified-fully-modular-atx-power-supply-ey7a008,ATX,gold,750,Full,Black
