name,price,href,rpm,noise_level,color,size
MSI MAG CORELIQUID 240R V2,84.99,https://pcpartpicker.com/product/dCcG3C/msi-mag-coreliquid-240r-v2-7873-cfm-liquid-cpu-cooler-mag-coreliquid-240r-v2,"500,2000","14.3,34.3",Black,240
Corsair iCUE H100i ELITE CAPELLIX XT,179.99,https://pcpartpicker.com/product/V6XV3C/corsair-icue-h100i-elite-capellix-xt-6557-cfm-liquid-cpu-cooler-cw-9060072-ww,"550,2100","5,34.1",White,240
Noctua NH-L9i,55.16,https://pcpartpicker.com/product/xxphP6/noctua-nh-l9i-3384-cfm-cpu-cooler-nh-l9i,"600,2500","14.8,23.6",Brown,
ARCTIC Liquid Freezer III 420 A-RGB,115.49,https://pcpartpicker.com/product/d3n9TW/arctic-liquid-freezer-iii-420-a-rgb-699-cfm-liquid-cpu-cooler-acfre00145a,"200,1900",,Black,420
Lian Li Galahad II Trinity Performance,99.99,https://pcpartpicker.com/product/g6qrxr/lian-li-galahad-ii-trinity-performance-10829-cfm-liquid-cpu-cooler-ga2p36w,"2300,3000","32.1,39.9",White,360
EK Nucleus AIO CR360 Dark,129.99,https://pcpartpicker.com/product/MrvD4D/ek-nucleus-aio-cr360-dark-72-cfm-liquid-cpu-cooler-3831109900178,"550,2300",36,Black,360
Scythe Fuma 3,49.99,https://pcpartpicker.com/product/g7pQzy/scythe-fuma-3-6762-cfm-cpu-cooler-scfm-3000,"200,1500","4,28.6",Black / Silver,
NZXT Kraken Elite 280 RGB,266,https://pcpartpicker.com/product/XH26Mp/nzxt-kraken-elite-280-rgb-9079-cfm-liquid-cpu-cooler-rl-kr28e-w1,"500,1500",34.48,White,280
Thermalright Frozen Prism ARGB,50.9,https://pcpartpicker.com/product/Zcgrxr/thermalright-frozen-prism-argb-704-cfm-liquid-cpu-cooler-frozen-prism-240-black-argb,1850,27,Black,240
Montech HyperFlow ARGB 360,95.99,https://pcpartpicker.com/product/8bJp99/montech-hyperflow-argb-360-762-cfm-liquid-cpu-cooler-hyperflow-argb-360-black,2200,29.1,Black,360
Thermalright Frozen Edge,47.9,https://pcpartpicker.com/product/bMyH99/thermalright-frozen-edge-69-cfm-liquid-cpu-cooler-fe240-black,2150,28.1,Black,240
Thermalright Frozen Prism ARGB,69.9,https://pcpartpicker.com/product/7Phv6h/thermalright-frozen-prism-argb-704-cfm-liquid-cpu-cooler-frozen-prism-360-black-argb,1850,27,Black,360
Thermalright AXP90-X47,22.9,https://pcpartpicker.com/product/92cG3C/thermalright-axp90-x47-4258-cfm-cpu-cooler-axp90-x47-white,2700,22.4,White,
Thermalright Frozen Edge,,https://pcpartpicker.com/product/6Hn9TW/thermalright-frozen-edge-69-cfm-liquid-cpu-cooler-fe360-black,2150,28.1,Black,360
NZXT Kraken Z73,399,https://pcpartpicker.com/product/htkgXL/nzxt-kraken-z73-7311-cfm-liquid-cpu-cooler-rl-krz73-01,"500,1800","21,36",Black,360
ID-COOLING FROSTFLOW X,54.99,https://pcpartpicker.com/product/wx2bt6/id-cooling-frostflow-x-745-cfm-liquid-cpu-cooler-frostflow-x-240-snow,"700,1800","18,35.2",,240
Corsair iCUE H150i ELITE LCD XT,259.99,https://pcpartpicker.com/product/6XLdnQ/corsair-icue-h150i-elite-lcd-xt-6557-cfm-liquid-cpu-cooler-cw-9060077-ww,"550,2100","5,31.1",White / Gray,360
Lian Li Galahad II Trinity,119,https://pcpartpicker.com/product/JLwmP6/lian-li-galahad-ii-trinity-799-cfm-liquid-cpu-cooler-ga2t36w,2450,35.4,White,360
Cooler Master MasterLiquid 240L Core ARGB,,https://pcpartpicker.com/product/3LcgXL/cooler-master-masterliquid-240l-core-argb-liquid-cpu-cooler-mlw-d24m-a18pz-rw,"350,1750",27.2,White,240
Lian Li HydroShift LCD 360TL RGB,259.99,https://pcpartpicker.com/product/rWFmP6/lian-li-hydroshift-lcd-360tl-rgb-799-cfm-liquid-cpu-cooler-hslcd36tb,"200,2600",33,Black,360
Deepcool AK620,,https://pcpartpicker.com/product/gvGbt6/deepcool-ak620-6899-cfm-cpu-cooler-ak620-wh,"500,1850",28,White,
Corsair H150,,https://pcpartpicker.com/product/r3VmP6/corsair-h150-4773-cfm-liquid-cpu-cooler-cw-9060054-ww,1500,"18,26.5",Black,360
Thermalright Assassin X 120 PLUS V2,24.79,https://pcpartpicker.com/product/M3BzK8/thermalright-assassin-x-120-plus-v2-6617-cfm-cpu-cooler-ax120-v2-plus,1500,25.6,Black / Silver,
Asus ROG STRIX LC II ARGB,175.46,https://pcpartpicker.com/product/KV8bt6/asus-rog-strix-lc-ii-argb-8095-cfm-liquid-cpu-cooler-rog-strix-lc-ii-360-argb,"800,2500",37.6,Black,360
Thermalright Peerless Assassin 120 SE,,https://pcpartpicker.com/product/79bRsY/thermalright-peerless-assassin-120-se-6617-cfm-cpu-cooler-pa120se-black,1550,25.6,Black,
Asus ProArt LC 420,252.99,https://pcpartpicker.com/product/nrhv6h/asus-proart-lc-420-107-cfm-liquid-cpu-cooler-proart-lc-420,"800,2000",31.5,Black,420
be quiet! Dark Rock 5,69.9,https://pcpartpicker.com/product/FKwmP6/be-quiet-dark-rock-5-935-cfm-cpu-cooler-bk035,2100,"11.9,29.8",Black,
Corsair iCUE LINK H150i RGB,204.99,https://pcpartpicker.com/product/sGjRsY/corsair-icue-link-h150i-rgb-631-cfm-liquid-cpu-cooler-cw-9061003-ww,"480,2400",,Black,360
Noctua NH-U12S,80.37,https://pcpartpicker.com/product/wjmLrH/noctua-nh-u12s-55-cfm-cpu-cooler-nh-u12s,"300,1500","18.6,22.4",,
Deepcool AG400,,https://pcpartpicker.com/product/LQt9TW/deepcool-ag400-7589-cfm-cpu-cooler-r-ag400-bknnmn-g-1,"500,2000",31.6,Black / Silver,
Asus TUF Gaming LC II ARGB,142.99,https://pcpartpicker.com/product/ypWJ7P/asus-tuf-gaming-lc-ii-argb-67-cfm-liquid-cpu-cooler-tuf-gaming-lc-ii-360-argb,"800,2000",29,Black,360
NZXT Kraken Z73 RGB,495,https://pcpartpicker.com/product/fXZ9TW/nzxt-kraken-z73-rgb-5244-cfm-liquid-cpu-cooler-rl-krz73-r1,"500,1500","22,33",Black,360
NZXT Kraken X53,251.26,https://pcpartpicker.com/product/PVfFf7/nzxt-kraken-x53-7311-cfm-liquid-cpu-cooler-rl-krx53-01,"500,2000","21,36",Black,240
ARCTIC Freezer 34 eSports DUO,47.99,https://pcpartpicker.com/product/PnPKHx/arctic-freezer-34-esports-duo-cpu-cooler-acfre00061a,"200,2100",24.4,White / Black,
Deepcool ASSASSIN IV,,https://pcpartpicker.com/product/TKcgXL/deepcool-assassin-iv-791-cfm-cpu-cooler-r-asn4-bknnmt-g,"500,1700","22.6,29.3",Black,
Deepcool AK400 ZERO DARK,,https://pcpartpicker.com/product/RXjBD3/deepcool-ak400-zero-dark-6647-cfm-cpu-cooler-r-ak400-bknnmn-g-2,"500,1850",29,Black,
Deepcool LS720 SE WH,,https://pcpartpicker.com/product/dWGhP6/deepcool-ls720-se-wh-8585-cfm-liquid-cpu-cooler-ls720-se-wh,"500,2250","28.2,32.9",White,360
ID-COOLING FROZN A620 BLACK,,https://pcpartpicker.com/product/7HbRsY/id-cooling-frozn-a620-black-7825-cfm-cpu-cooler-frozn-a620-black,"500,2000",29.85,Black,
Corsair iCUE H170i ELITE CAPELLIX,290.77,https://pcpartpicker.com/product/HvbTwP/corsair-icue-h170i-elite-capellix-liquid-cpu-cooler-cw-9060055-ww,2000,"10,37",Black,420
Lian Li Hydroshift LCD 360S,168.44,https://pcpartpicker.com/product/jL3NnQ/lian-li-hydroshift-lcd-360s-7314-cfm-liquid-cpu-cooler-hslcd36sb,"200,2500",29.8,Black,360
Thermalright Assassin Spirit 120 EVO WHITE ARGB,23.9,https://pcpartpicker.com/product/r3kH99/thermalright-assassin-spirit-120-evo-white-argb-704-cfm-cpu-cooler-as120-evo-white-argb,1850,27,White,
ARCTIC Liquid Freezer II 360,,https://pcpartpicker.com/product/2PFKHx/arctic-liquid-freezer-ii-360-563-cfm-liquid-cpu-cooler-acfre00068a,"800,2000",,Black,360
be quiet! Pure Rock LP,,https://pcpartpicker.com/product/vgYmP6/be-quiet-pure-rock-lp-cpu-cooler-bk034,2500,,Black,
Corsair iCUE H150i ELITE LCD,409.62,https://pcpartpicker.com/product/GLjBD3/corsair-icue-h150i-elite-lcd-581-cfm-liquid-cpu-cooler-cw-9060062-ww,"450,2000","10,30.4",Black,360
Thermalright AXP90-X47,20.9,https://pcpartpicker.com/product/VmTp99/thermalright-axp90-x47-4258-cfm-cpu-cooler-axp90-x47,2700,22.4,Gray,
ARCTIC Alpine 23 CO,12.99,https://pcpartpicker.com/product/wFt9TW/arctic-alpine-23-co-cpu-cooler-acalp00036a,"100,2000",,Black,
Noctua NH-D15 G2 LBC,149.94,https://pcpartpicker.com/product/kZNYcf/noctua-nh-d15-g2-lbc-9158-cfm-cpu-cooler-nh-d15-g2-lbc,1500,24.8,Brown / Silver,
be quiet! Pure Rock 2,37.99,https://pcpartpicker.com/product/BVXYcf/be-quiet-pure-rock-2-cpu-cooler-bk006,1500,"19.1,26.8",Silver / Black,
be quiet! Dark Rock Elite,99.9,https://pcpartpicker.com/product/NpNYcf/be-quiet-dark-rock-elite-cpu-cooler-bk037,"1500,2000","11,25.8",Black,
Corsair H100i v2,249,https://pcpartpicker.com/product/CrDzK8/corsair-h100i-v2-7069-cfm-liquid-cpu-cooler-cw-9060025-ww,2435,37.7,,240
Thermalright Assassin X 90 SE ARGB,18.89,https://pcpartpicker.com/product/Vz9wrH/thermalright-assassin-x-90-se-argb-3277-cfm-cpu-cooler-ax90se-argb,2200,23.85,Black / Silver,
Noctua NH-L9a-AM4 chromax.black,,https://pcpartpicker.com/product/HZXYcf/noctua-nh-l9a-am4-chromaxblack-338-cfm-cpu-cooler-nh-l9a-am4-chromaxblack,"600,2500","14.8,23.6",Black,
NZXT Kraken X63,249.99,https://pcpartpicker.com/product/JfVG3C/nzxt-kraken-x63-9817-cfm-liquid-cpu-cooler-rl-krx63-01,"500,2000","21,38",Black,280
Thermaltake UX200 SE ARGB,29.99,https://pcpartpicker.com/product/G3pzK8/thermaltake-ux200-se-argb-6272-cfm-cpu-cooler-cl-p105-al12sw-a,"800,1800",25,Black,
HYTE THICC Q60,291.5,https://pcpartpicker.com/product/qrCZxr/hyte-thicc-q60-1058-cfm-liquid-cpu-cooler-fan-hyte-q60-bw,,"10,47.3",White / Black,280
NZXT Kraken Elite 240 RGB,225.99,https://pcpartpicker.com/product/yfvD4D/nzxt-kraken-elite-240-rgb-7802-cfm-liquid-cpu-cooler-rl-kr24e-b1,"500,1800","17.9,30.6",Black,240
EK EK-Nucleus AIO CR360 Lux D-RGB,159.99,https://pcpartpicker.com/product/tQ3gXL/ek-ek-nucleus-aio-cr360-lux-d-rgb-72-cfm-liquid-cpu-cooler-ek-nucleus-aio-cr360-lux-d-rgb,"550,2300",36,Black,360
ID-COOLING FROSTFLOW X,59.99,https://pcpartpicker.com/product/Lx3gXL/id-cooling-frostflow-x-768-cfm-liquid-cpu-cooler-frostflow-x-280,"800,1600","16.8,32.6",Black / Silver,280
Thermalright Frozen Edge,,https://pcpartpicker.com/product/jFYRsY/thermalright-frozen-edge-69-cfm-liquid-cpu-cooler-fe360-white,2150,28.1,White,360
ARCTIC Freezer 36 A-RGB,33.86,https://pcpartpicker.com/product/GPTZxr/arctic-freezer-36-a-rgb-cpu-cooler-acfre00125a,"200,2000",,White,
ARCTIC Liquid Freezer III 280 A-RGB,98.55,https://pcpartpicker.com/product/syrqqs/arctic-liquid-freezer-iii-280-a-rgb-699-cfm-liquid-cpu-cooler-acfre00143a,"200,1900",,Black,280
Cooler Master MasterLiquid 360 Atmos,139.99,https://pcpartpicker.com/product/FgKscf/cooler-master-masterliquid-360-atmos-707-cfm-liquid-cpu-cooler-mlx-d36m-a25pz-r1,"690,2500",27.2,Black,360
Thermalright Assassin X Refined SE,21.69,https://pcpartpicker.com/product/r6qrxr/thermalright-assassin-x-refined-se-6617-cfm-cpu-cooler-ax120se-white,1550,25.6,White / Silver,
Deepcool AK400,,https://pcpartpicker.com/product/tvGbt6/deepcool-ak400-6647-cfm-cpu-cooler-ak400-wh,"500,1850",29,White,
Thermalright Aqua Elite V3,36.9,https://pcpartpicker.com/product/hTqrxr/thermalright-aqua-elite-v3-6617-cfm-liquid-cpu-cooler-aqua-elite-120-v3,1500,25.6,Black,120
Noctua NH-D12L CHROMAX.BLACK,99.9,https://pcpartpicker.com/product/Qd7scf/noctua-nh-d12l-chromaxblack-6009-cfm-cpu-cooler-nh-d12l-chromaxblack,"450,2000","18.8,22.6",Black,
Deepcool MYSTIQUE 360,,https://pcpartpicker.com/product/4KQKHx/deepcool-mystique-360-7245-cfm-liquid-cpu-cooler-r-lx750-bkdsnmp-g-1,"500,2150",36.49,Black,360
ARCTIC Liquid Freezer II 280,,https://pcpartpicker.com/product/smDkcf/arctic-liquid-freezer-ii-280-728-cfm-liquid-cpu-cooler-acfre00066a,"200,1700",,Black,280
Deepcool LE720,,https://pcpartpicker.com/product/QX26Mp/deepcool-le720-8585-cfm-liquid-cpu-cooler-r-le720-bkammn-g-1,"500,2250",32.9,Black,360
Cooler Master MasterLiquid 240L Core,59.14,https://pcpartpicker.com/product/DkZXsY/cooler-master-masterliquid-240l-core-7193-cfm-liquid-cpu-cooler-mlw-d24m-a17pk-r1,"650,1750",27.2,Black,240
Thermalright Frozen Prism ARGB,63.9,https://pcpartpicker.com/product/VnMMnQ/thermalright-frozen-prism-argb-704-cfm-liquid-cpu-cooler-frozen-prism-360-white-argb,1850,27,White,360
Noctua NH-L9i-17xx,44.95,https://pcpartpicker.com/product/ffRYcf/noctua-nh-l9i-17xx-3384-cfm-cpu-cooler-nh-l9i-17xx,"600,2500","14.8,23.6",Brown / Beige,
Deepcool LT720 WH,,https://pcpartpicker.com/product/hhqrxr/deepcool-lt720-wh-8585-cfm-liquid-cpu-cooler-r-lt720-whamnf-g-1,"500,2250",32.9,White,360
ARCTIC Liquid Freezer II 280 A-RGB,107,https://pcpartpicker.com/product/HZvdnQ/arctic-liquid-freezer-ii-280-a-rgb-689-cfm-liquid-cpu-cooler-acfre00106a,"200,1900",22.5,Black,280
Thermalright Assassin X SE,16.89,https://pcpartpicker.com/product/8wZXsY/thermalright-assassin-x-se-3277-cfm-cpu-cooler-ax90se-v2,2200,23.85,Black / Silver,
Thermalright Frozen Prism,60.9,https://pcpartpicker.com/product/99XV3C/thermalright-frozen-prism-704-cfm-liquid-cpu-cooler-frozen-prism-360-black,1850,27,Black,360
Lian Li Hydroshift LCD 360S,179.9,https://pcpartpicker.com/product/zWFmP6/lian-li-hydroshift-lcd-360s-7314-cfm-liquid-cpu-cooler-hslcd36sw,"200,2500",29.8,White,360
Lian Li Galahad II Trinity,114.99,https://pcpartpicker.com/product/yMTZxr/lian-li-galahad-ii-trinity-799-cfm-liquid-cpu-cooler-ga2t24b,2450,35.4,Black,240
Thermalright Frozen Prism ARGB,47.9,https://pcpartpicker.com/product/YdGhP6/thermalright-frozen-prism-argb-704-cfm-liquid-cpu-cooler-frozen-prism-240-white-argb,1850,27,White,240
Asus ROG STRIX LC II ARGB,133.99,https://pcpartpicker.com/product/Q2D7YJ/asus-rog-strix-lc-ii-argb-8095-cfm-liquid-cpu-cooler-rog-strix-lc-ii-360-argb-white-edition,"800,2500",37.6,White / Black,360
MSI MAG CORELIQUID E360,119.99,https://pcpartpicker.com/product/xbV2FT/msi-mag-coreliquid-e360-7504-cfm-liquid-cpu-cooler-mag-coreliquid-e360,,,Black,360
Noctua NH-L9x65,59.95,https://pcpartpicker.com/product/fhqbt6/noctua-nh-l9x65-3384-cfm-cpu-cooler-nh-l9x65,"600,2500","14.8,23.6",,
NZXT Kraken Z73 RGB,399,https://pcpartpicker.com/product/4HQcCJ/nzxt-kraken-z73-rgb-5244-cfm-liquid-cpu-cooler-rl-krz73-rw,"500,1500","22,33",White / Black,360
Noctua NH-D12L,89.95,https://pcpartpicker.com/product/MvGbt6/noctua-nh-d12l-6009-cfm-cpu-cooler-nh-d12l,"450,2000","18.8,22.6",Beige / Brown,
Montech HyperFlow ARGB 360,95.99,https://pcpartpicker.com/product/xRdG3C/montech-hyperflow-argb-360-762-cfm-liquid-cpu-cooler-hyperflow-argb-360-white,2200,29.1,White,360
ARCTIC Liquid Freezer II 240,,https://pcpartpicker.com/product/c4MTwP/arctic-liquid-freezer-ii-240-563-cfm-liquid-cpu-cooler-acfre00046a,"200,1800",,Black,240
Corsair iCUE H100i ELITE LCD XT,219.99,https://pcpartpicker.com/product/WXLdnQ/corsair-icue-h100i-elite-lcd-xt-6557-cfm-liquid-cpu-cooler-cw-9060074-ww,"550,2100","5,34.1",Black,240
Vetroo V240,59.99,https://pcpartpicker.com/product/kGxRsY/vetroo-v240-52-cfm-liquid-cpu-cooler-vt-aio-v240-bk,"800,1800",30.8,Black,240
Corsair iCUE H150i RGB ELITE,189.99,https://pcpartpicker.com/product/Xkgrxr/corsair-icue-h150i-rgb-elite-591-cfm-liquid-cpu-cooler-cw-9060079-ww,"400,1850","5,28.9",White,360
Lian Li HydroShift LCD 360R RGB,199.9,https://pcpartpicker.com/product/k8DQzy/lian-li-hydroshift-lcd-360r-rgb-799-cfm-liquid-cpu-cooler-hslcd36rw,"300,2400",30,White,360
Deepcool AK500 ZERO DARK,,https://pcpartpicker.com/product/tWYmP6/deepcool-ak500-zero-dark-6899-cfm-cpu-cooler-r-ak500-bknnmt-g-1,"500,1850","25.9,31.5",Black,
Corsair iCUE LINK TITAN360 RX RGB,199.99,https://pcpartpicker.com/product/fT6NnQ/corsair-icue-link-titan360-rx-rgb-735-cfm-liquid-cpu-cooler-cw-9061018-ww,"300,2100",,Black,360
NZXT Kraken Z63,229.99,https://pcpartpicker.com/product/Xbyqqs/nzxt-kraken-z63-9817-cfm-liquid-cpu-cooler-rl-krz63-01,"500,1800","21,38",Black,280
Corsair H100,,https://pcpartpicker.com/product/khnypg/corsair-h100-4773-cfm-liquid-cpu-cooler-cw-9060053-ww,1500,"18,26.5",Black,240
MSI MAG CORELIQUID P240,75.98,https://pcpartpicker.com/product/KNxRsY/msi-mag-coreliquid-p240-7873-cfm-liquid-cpu-cooler-mag-coreliquid-p240,"500,2000","14.3,34.3",Black,240
Noctua NH-D15S,99.95,https://pcpartpicker.com/product/xCL7YJ/noctua-nh-d15s-8252-cfm-cpu-cooler-nh-d15s,"300,1500","19.2,24.6",,
Cooler Master MasterLiquid ML360L ARGB V2,99.99,https://pcpartpicker.com/product/BZbTwP/cooler-master-masterliquid-ml360l-argb-v2-62-cfm-liquid-cpu-cooler-mlw-d36m-a18pw-rw,"650,1800","8,27",White,360
Thermalright Aqua Elite ARGB V2,,https://pcpartpicker.com/product/hb9wrH/thermalright-aqua-elite-argb-v2-689-cfm-liquid-cpu-cooler-aqua-elite-360-black-argb-v2,2000,28.2,,360
Asus ROG Ryujin III,276.86,https://pcpartpicker.com/product/Gjn9TW/asus-rog-ryujin-iii-716-cfm-liquid-cpu-cooler-90rc00l0-m0uay0,"450,2000",29.7,Black,360
Phanteks GLACIER ONE 360D30,169.99,https://pcpartpicker.com/product/dPQKHx/phanteks-glacier-one-360d30-643-cfm-liquid-cpu-cooler-ph-go360d30_dbk01,"250,2000",30.2,Black,360
Deepcool GAMMAXX AG400 ARGB,,https://pcpartpicker.com/product/6KWzK8/deepcool-ag400-argb-7589-cfm-cpu-cooler-r-ag400-whanmc-g-2,"500,2000",31.6,White,
ID-COOLING IS-47-XT,29.99,https://pcpartpicker.com/product/zPn9TW/id-cooling-is-47-xt-46-cfm-cpu-cooler-is-47-xt,"800,2800",32.5,Black,
Thermaltake TH360 V2 ARGB Sync,114.99,https://pcpartpicker.com/product/fxV2FT/thermaltake-th360-v2-argb-sync-5705-cfm-liquid-cpu-cooler-cl-w362-pl12sw-a,"500,2000",25.8,Black,360
Phanteks Glacier One 360MPH,330,https://pcpartpicker.com/product/p66p99/phanteks-glacier-one-360mph-6051-cfm-liquid-cpu-cooler-ph-go360mph_dwt01,"500,2200","18,34.2",White,360
Gigabyte AORUS WATERFORCE X,224.99,https://pcpartpicker.com/product/zkH7YJ/gigabyte-aorus-waterforce-x-6007-cfm-liquid-cpu-cooler-aorus-waterforce-x-360,"800,2500","7.9,37.6",Black,360
Thermalright Assassin X Refined SE PLUS,28.29,https://pcpartpicker.com/product/BTpQzy/thermalright-assassin-x-120-refined-se-plus-6617-cfm-cpu-cooler-ax120r-se-plus-d6,1550,25.6,Black / Silver,
be quiet! Silent Loop 2 360,190.46,https://pcpartpicker.com/product/nx6p99/be-quiet-silent-loop-2-360-7333-cfm-liquid-cpu-cooler-bw012,2200,"17.7,39.8",Black,360
ARCTIC Freezer 7 X,22.99,https://pcpartpicker.com/product/4VLwrH/arctic-freezer-7-x-cpu-cooler-acfre00077a,"300,2000",22.5,Black / White,
Cooler Master Hyper 212 RGB Black Edition,89.8,https://pcpartpicker.com/product/hHDJ7P/cooler-master-hyper-212-rgb-black-edition-573-cfm-cpu-cooler-rr-212s-20pc-r1,"650,2000","8,30",Black,
Noctua NH-U14S,79.95,https://pcpartpicker.com/product/DMjG3C/noctua-nh-u14s-8252-cfm-cpu-cooler-nh-u14s,"300,1500","19.2,24.6",,
Thermalright Peerless Assassin 120 White ARGB,,https://pcpartpicker.com/product/fWKKHx/thermalright-peerless-assassin-120-white-argb-6617-cfm-cpu-cooler-pa120-white-argb-a,1550,25.6,White,
Corsair iCUE LINK H100i RGB,158.24,https://pcpartpicker.com/product/nNvD4D/corsair-icue-link-h100i-rgb-631-cfm-liquid-cpu-cooler-cw-9061005-ww,"480,2400",,White,240
Thermaltake Gravity i2,11.99,https://pcpartpicker.com/product/2G38TW/thermaltake-cpu-cooler-clp0556d,1800,21.3,,
Thermalright AXP90-X36,21.9,https://pcpartpicker.com/product/8b92FT/thermalright-axp90-x36-4258-cfm-cpu-cooler-axp90-x36,2700,22.4,Gray,
Corsair iCUE H100i ELITE CAPELLIX,199.99,https://pcpartpicker.com/product/VDWBD3/corsair-icue-h100i-elite-capellix-75-cfm-liquid-cpu-cooler-cw-9060046-ww,2400,"10,37",Black,240
MSI MAG CORELIQUID C240,69.99,https://pcpartpicker.com/product/gC4Ycf/msi-mag-coreliquid-c240-7873-cfm-liquid-cpu-cooler-mag-coreliquid-c240,"500,2000","14.3,34.3",Black,240
ARCTIC Alpine 17 CO,12.99,https://pcpartpicker.com/product/4ZYmP6/arctic-alpine-17-co-cpu-cooler-acalp00041a,"250,2700",,Black,
Thermalright Frozen Infinity 360 ARGB,73.9,https://pcpartpicker.com/product/QnxxFT/thermalright-frozen-infinity-360-argb-689-cfm-liquid-cpu-cooler-frozen-infinity-360-black,2000,28.2,Black,360
Cooler Master MasterLiquid 120L Core,68.98,https://pcpartpicker.com/product/wkZXsY/cooler-master-masterliquid-120l-core-7193-cfm-liquid-cpu-cooler-mlw-d12m-a17pk-r1,"650,1750",27.2,Black,120
Deepcool AK400 ZERO DARK PLUS,,https://pcpartpicker.com/product/9Z6p99/deepcool-ak400-zero-dark-plus-5946-cfm-cpu-cooler-r-ak400-bknnmd-g-1,"500,1650",28,Black,
Thermalright Frozen Infinity 360 ARGB,76.9,https://pcpartpicker.com/product/F9kH99/thermalright-frozen-infinity-360-argb-689-cfm-liquid-cpu-cooler-frozen-infinity-360-white,2000,28.2,White,360
Deepcool LS520 SE,,https://pcpartpicker.com/product/crxxFT/deepcool-ls520-se-8585-cfm-liquid-cpu-cooler-ls520-se,"500,2250","28.2,32.9",Black,240
Thermalright Assassin Spirit V2 Plus,,https://pcpartpicker.com/product/nddG3C/thermalright-assassin-spirit-v2-plus-6617-cfm-cpu-cooler-as120-v2-plus,1500,25.6,Gray,
NZXT Kraken 280 RGB,190.99,https://pcpartpicker.com/product/JVwmP6/nzxt-kraken-280-rgb-9079-cfm-liquid-cpu-cooler-rl-kr280-w1,"500,1500",34.48,White,280
Corsair iCUE LINK H150i RGB,214.99,https://pcpartpicker.com/product/NBTZxr/corsair-icue-link-h150i-rgb-631-cfm-liquid-cpu-cooler-cw-9061006-ww,"480,2400",,White,360
ARCTIC Liquid Freezer III 420 A-RGB,119.34,https://pcpartpicker.com/product/P2GhP6/arctic-liquid-freezer-iii-420-a-rgb-699-cfm-liquid-cpu-cooler-acfre00153a,"200,1900",,White,420
be quiet! Pure Loop 2 FX,94.9,https://pcpartpicker.com/product/6VkWGX/be-quiet-pure-loop-2-fx-liquid-cpu-cooler-bw013,,"8,32.3",Black,240
Thermalright AXP90-X53 FULL,,https://pcpartpicker.com/product/DPHqqs/thermalright-axp90-x53-full-4258-cfm-cpu-cooler-axp90-x53-full,2700,22.4,Copper / Orange,
Thermalright Peerless Assassin 140,39.9,https://pcpartpicker.com/product/w8n9TW/thermalright-peerless-assassin-140-778-cfm-cpu-cooler-peerless-assassin-140-black,1500,25.6,Black,
MSI MAG CORELIQUID E360 WHITE,119.99,https://pcpartpicker.com/product/kgCZxr/msi-mag-coreliquid-e360-white-7504-cfm-liquid-cpu-cooler-mag-coreliquid-e360-white,,,White,360
Deepcool LT520,,https://pcpartpicker.com/product/WhWzK8/deepcool-lt520-8585-cfm-liquid-cpu-cooler-r-lt520-bkamnf-g-1,"500,2250",32.9,Black / Gray,240
Lian Li Galahad II Trinity,143.74,https://pcpartpicker.com/product/P4BzK8/lian-li-galahad-ii-trinity-799-cfm-liquid-cpu-cooler-ga2t36b,2450,35.4,Black,360
Corsair iCUE H115i ELITE CAPELLIX XT,169.99,https://pcpartpicker.com/product/Xpgrxr/corsair-icue-h115i-elite-capellix-xt-89-cfm-liquid-cpu-cooler-cw-9060069-ww,"500,1700","5,33.8",Black,280
Vetroo V5,27.99,https://pcpartpicker.com/product/sMTp99/vetroo-v5-52-cfm-cpu-cooler-vt-cpu-v5-wt,"800,1700",30.8,White,
Fractal Design Lumen S24 RGB V2,113.98,https://pcpartpicker.com/product/dgXV3C/fractal-design-lumen-s24-rgb-v2-56-cfm-liquid-cpu-cooler-fd-w-l1-s2412,"500,2000","10,33.2",Black,240
Noctua NH-D9L chromax.black,85.13,https://pcpartpicker.com/product/KQMMnQ/noctua-nh-d9l-chromaxblack-4644-cfm-cpu-cooler-nh-d9l-chromaxblack,"400,2000","16.3,22.8",Black,
Thermalright Burst Assassin ARGB,26.59,https://pcpartpicker.com/product/L6wypg/thermalright-burst-assassin-argb-6617-cfm-cpu-cooler-ba120-argb,1550,25.6,Black / Silver,
Cooler Master MasterLiquid ML240L ARGB V2,66.98,https://pcpartpicker.com/product/27NxFT/cooler-master-masterliquid-ml240l-argb-v2-62-cfm-liquid-cpu-cooler-mlw-d24m-a18pa-r2,"650,1800","8,27",Black,240
Corsair A115,99.99,https://pcpartpicker.com/product/xxQKHx/corsair-a115-845-cfm-cpu-cooler-ct-9010011-ww,"400,1600","5,33.9",Black,
Deepcool LS720,,https://pcpartpicker.com/product/kXwypg/deepcool-ls720-8585-cfm-liquid-cpu-cooler-r-ls720-bkamnt-g-1,"500,2250",32.9,Black,360
Thermalright Assassin King 120 MINI V2,18.98,https://pcpartpicker.com/product/L7dG3C/thermalright-assassin-king-120-mini-v2-6487-cfm-cpu-cooler-ak120-mini-v2,1500,25.6,Black / Silver,
Scythe Mugen 5 Rev. B,,https://pcpartpicker.com/product/8GBrxr/scythe-mugen-5-rev-b-5117-cfm-cpu-cooler-scmg-5100,"300,1200","4,24.9",Silver / Black,
ARCTIC Freezer 34 eSports DUO,49.99,https://pcpartpicker.com/product/PxtKHx/arctic-freezer-34-esports-duo-cpu-cooler-acfre00075a,"200,2100",24.4,Black / Gray,
